customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
XKWN-1AHCYY,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,84.13,6185.64,No
1X7R-2SCLHN,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,81.44,5812.75,No
L2R5-L7CE0J,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.33,237.33,Yes
A8OP-VF1BTY,Female,0,No,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.72,3516.87,No
0BD7-2T8VJ2,Female,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,104.9,1839.85,No
5OVE-411T34,Male,0,Yes,No,48,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,28.73,1311.16,Yes
RBQY-YKJCHB,Male,0,Yes,No,62,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.33,3383.17,No
30VD-GL6EAM,Male,1,No,Yes,40,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),61.81,2326.57,No
OR4U-O6JIHW,Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,59.15,1525.26,No
IDTO-CI5A7I,Male,0,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.02,1782.25,No
3N87-0OQ45T,Male,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,105.6,4892.62,No
O0M2-HIFXEF,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,33.34,497.75,No
282W-8ZM7OA,Female,1,No,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.0,840.15,No
K3RG-4OVBN4,Male,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,49.52,1622.33,No
FG5Q-ZXVWS9,Male,0,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.27,6423.36,No
1M34-ILXYZI,Male,0,Yes,No,61,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),89.78,4963.44,No
DRC5-X8RCVQ,Female,0,Yes,No,70,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,47.79,3117.82,No
F6WO-D6O0E8,Male,1,No,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,92.13,5974.22,No
RBYE-77W211,Female,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.36,2469.74,No
41RC-L1Q28G,Female,1,No,Yes,44,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),44.5,2021.8,Yes
A5Y8-CKKDQ6,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),52.63,2239.93,No
Q4H9-GMVP2V,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,57.97,114.63,No
6QO2-DJ4MY6,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),75.59,229.94,No
RZXW-RQ49FU,Female,0,Yes,Yes,17,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,65.19,1067.95,No
HN5K-U3BUF0,Male,0,No,No,32,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),73.96,2471.09,No
EZ59-8FE4PE,Male,0,Yes,Yes,5,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),78.71,398.13,Yes
TDTZ-69EP3L,Female,0,Yes,No,39,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),63.06,2381.76,Yes
JNBD-I9911N,Female,1,No,Yes,36,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),71.89,2339.11,Yes
F6TN-NRJQGV,Female,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,63.43,2684.3,No
QLC0-BC9FFP,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,31.12,311.0,Yes
Z48C-CIJ401,Male,1,No,No,65,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,59.24,3802.35,No
Y2BH-UC7F6T,Female,0,Yes,No,4,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,59.33,224.25,No
JC8K-NJ8SNO,Female,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,47.21,2959.76,No
64BX-PB830J,Male,0,No,No,66,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),81.86,5061.8,No
3WU5-OADJ81,Male,0,Yes,No,35,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.83,2714.39,No
PDHF-HT5QQX,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),52.44,2185.33,No
6QT4-W5I6HJ,Male,1,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,79.28,0.0,No
45X7-0MCDZF,Male,0,Yes,Yes,16,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),61.1,990.35,No
VXFO-46J7EB,Female,0,Yes,Yes,40,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),88.27,3764.0,No
UGRL-MVN74F,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,65.33,2956.29,No
FF43-HN5ECM,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.8,1329.39,No
0UMS-AHWPNL,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,56.19,752.48,Yes
F664-RM7062,Female,0,Yes,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),81.84,3751.35,Yes
SOOR-83Z4MW,Male,0,Yes,Yes,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.65,4089.26,No
UT0A-WOYK3K,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),61.35,2950.89,No
S3G1-Q1UMRE,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,63.44,4695.63,No
BF97-IZVV93,Male,1,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),55.64,1009.14,No
HFRR-CS62IS,Male,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),88.85,2598.95,No
K4F9-B12B16,Male,1,Yes,No,11,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),56.81,669.63,Yes
G6SR-C7SVZY,Male,0,No,No,42,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),31.5,1357.23,No
C68H-613QAT,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),94.31,6140.14,No
3KZO-Y7JNR9,Male,0,No,Yes,0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.96,0.0,Yes
XDAR-WZZ0C0,Male,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,100.89,99.26,No
2993-MFLQE3,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.48,924.1,No
4C1T-DWVJGX,Female,0,Yes,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),48.29,1618.65,No
95MR-Z77F3V,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),94.59,396.36,No
9H8O-8BRFOD,Male,0,Yes,Yes,53,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,48.09,2319.72,No
YVDY-4W5X5J,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,92.88,4748.82,No
OAMU-FW0E4Q,Male,0,No,No,54,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),35.03,1994.09,No
PQH6-7KJA2T,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),45.05,2270.42,No
55EZ-LJBSEU,Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),55.25,1437.02,No
BU5R-7F8NJP,Female,1,No,No,7,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),68.45,444.73,No
BHYD-KNE2VC,Male,0,No,Yes,5,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,87.4,443.76,No
0RIF-UBMGKO,Male,1,Yes,Yes,4,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.55,193.0,Yes
VVD1-C1PZBN,Female,1,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.55,246.57,No
OL7P-SZDTD5,Male,1,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),42.57,2965.31,No
V7K0-K0LUEO,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),81.48,1837.48,No
JOBH-284YF3,Male,0,Yes,No,24,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.52,2454.61,Yes
I979-4SO1Q3,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,34.29,586.55,No
O0IY-3682DG,Male,1,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.01,2626.12,Yes
FWRY-07SEX9,Female,0,No,No,48,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,69.9,3649.68,No
GFAB-1YL3AY,Female,0,No,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),38.38,1456.74,No
IKI6-ORG4BE,Female,1,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,58.37,2036.89,No
HR5U-BRQNZ7,Male,0,Yes,Yes,12,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),28.92,364.57,No
ZKG7-YWOCNH,Female,1,Yes,Yes,5,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.34,250.35,No
62K4-DUIAQE,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,56.78,1794.08,Yes
S5OC-GTDXF0,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,56.93,3631.64,No
CLKA-EKOWVL,Male,0,Yes,No,50,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),54.1,2657.75,No
K6O8-WW66HH,Female,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,64.47,3744.68,No
3JYA-VE5PSC,Male,1,No,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.47,4228.41,No
BPVG-VXUAAT,Male,1,No,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),78.97,3431.19,No
49J2-M99GJX,Male,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,88.79,1525.48,No
37SM-V1JQ5E,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),39.22,252.22,Yes
ZOYH-YTV9TG,Male,0,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),71.44,5074.66,No
3VHD-2R2VU4,Male,0,No,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.77,3441.97,No
B7YS-C687BO,Male,1,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),62.85,3016.05,Yes
JPO9-ITVCTE,Male,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.85,1623.83,No
YHJF-JTPPZA,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,56.33,54.78,No
Z9X7-0CHFGD,Male,1,Yes,No,55,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,79.22,4147.19,No
IM5A-VBXOMG,Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,34.1,884.1,No
M158-ZQ1JOR,Female,0,No,Yes,38,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,64.24,2240.09,No
O122-XHJZKH,Male,0,Yes,No,57,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.66,5053.9,No
4L2C-VBSI4W,Female,0,No,No,23,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,83.18,1892.89,Yes
4AWA-7I1YXJ,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.77,5571.84,Yes
NZOZ-YRBT9O,Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),101.36,4006.4,No
SOGJ-4KAV6D,Female,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),62.09,3815.44,No
FO95-FGGFE0,Female,0,No,Yes,47,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,29.43,1365.3,No
CUIT-U2GLDU,Female,1,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,59.68,3454.9,No
RLMM-7SAFM6,Female,1,No,No,65,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,71.13,4654.69,No
FGWE-1V3ML3,Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,65.37,795.23,Yes
5C67-4E75ER,Male,1,Yes,No,52,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,75.6,4274.38,No
E27Y-4QMIR4,Male,0,Yes,No,29,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,37.47,1008.64,Yes
M76R-ILMRCK,Female,1,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,31.58,33.67,No
NW0Q-K08QTD,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),79.17,1521.9,No
0ILT-RG2WTC,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.55,1562.46,No
9F67-KJPV5S,Male,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.88,5377.68,No
U6BZ-OMNRTU,Female,0,Yes,No,54,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,90.86,5068.17,No
7W3O-61WN2E,Female,1,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,58.57,719.34,No
K3VC-EPZEVP,Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.08,4317.33,Yes
U6FI-RVRFV8,Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,46.62,1762.41,No
30ZD-T0PD2K,Female,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),53.05,817.06,No
JRDI-SNPM5Y,Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),72.96,2486.87,No
UURL-C0UFJO,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.01,5025.21,No
0DXI-JMJJGC,Male,0,No,No,23,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),67.43,1432.82,No
MN2V-TOMRT2,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.35,48.44,Yes
4OQC-7NDLYD,Female,0,No,Yes,42,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,60.87,2622.33,No
R10B-C8BKFF,Female,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),40.16,1533.4,No
KTDG-5VVDA0,Male,1,Yes,No,37,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),89.25,3064.96,No
Q5SR-B201P4,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,71.42,3976.92,No
9N94-GQB0CQ,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,54.05,3383.39,No
ASMX-15EWJJ,Female,1,Yes,Yes,37,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),103.85,3718.88,No
FO52-CCTFIU,Male,0,No,No,28,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,72.49,2122.0,No
6ZS9-QV2S5X,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,64.94,752.16,No
JLCK-F8BPHS,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.59,140.03,No
A8ZH-179MTX,Female,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),75.06,950.88,No
04A3-0RMM0U,Male,0,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,60.07,4460.61,Yes
DDMV-H37TVG,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,32.7,377.03,No
9CDX-YSRG7X,Female,0,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),31.24,440.77,No
HJBK-YXJTM4,Male,1,No,No,34,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.51,3949.39,Yes
QA8K-4246UA,Male,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72.41,940.01,No
HTUS-CK13OV,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),109.7,2687.46,No
RLHN-HVFTCR,Female,1,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,75.6,5258.04,No
9KRU-72HP63,Male,0,No,No,42,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,46.09,1899.65,No
V0WM-ZVIPBT,Female,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.83,4348.48,No
39MO-1DHNWD,Female,1,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,43.05,631.87,No
6R5V-IJWK1N,Female,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,60.07,1009.92,No
82IN-NR3DTF,Female,0,Yes,No,1,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),50.27,48.96,No
REDF-0SBR7C,Male,0,No,No,62,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,43.21,2561.52,No
6BRB-3OUY3I,Male,0,No,No,63,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),112.4,6575.3,No
1S0G-TPH0LM,Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38.68,955.34,No
UBBK-AP50Z1,Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,75.37,141.06,Yes
A1BK-TNK69J,Female,0,Yes,No,31,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),120.0,3622.72,No
MYGJ-Z3GCAU,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.89,1512.07,No
25SV-5N0I51,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.09,0.0,No
K3ZL-NP7MF1,Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.8,1853.67,No
23EI-UZ8C5P,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,91.4,7085.91,Yes
A3F2-62VZIZ,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,49.09,376.92,No
P5FV-C2CUY4,Male,0,No,No,17,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,44.25,799.66,No
7WB3-2IQ9FS,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,73.7,533.45,Yes
DEAX-JCXV4X,Female,1,No,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,59.62,3374.46,No
STVT-P6NB2T,Female,0,Yes,No,60,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,48.48,3114.81,No
GRMD-LXBWP4,Male,1,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),68.84,4632.86,No
1G6C-9UTGQX,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,49.93,695.26,No
JMWH-U805X5,Male,0,No,Yes,63,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,27.91,1723.52,Yes
U8BY-D0DGDK,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),66.29,1350.62,No
JTBK-ZA2DT7,Male,0,No,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,73.23,5504.09,No
E1N3-T69ILG,Female,0,Yes,No,45,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),42.27,1929.09,No
FG6S-T6RZG4,Female,0,No,Yes,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),104.9,2266.83,Yes
M7U4-SOD0KU,Male,1,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),44.58,2669.04,No
SB1E-OSQ6DF,Female,0,No,Yes,47,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,65.2,3173.02,No
DB72-QJXM8Y,Female,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),26.57,1096.11,No
X0B8-5W41I4,Male,0,No,Yes,3,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.94,210.12,No
8T9W-YGLYX1,Male,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),57.57,3767.89,No
